Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Distance
38.0,4.8,Stormy,Medium,2,electric_scooter,1.0,0,Metropolitian,24,10.88018532528975
22.0,4.9,Stormy,Medium,0,motorcycle,1.0,0,Metropolitian,28,17.1569075236866
30.0,4.6,Sandstorms,Low,1,motorcycle,1.0,0,Metropolitian,21,16.653907260512664
34.0,4.6,Cloudy,Jam,0,motorcycle,2.0,0,Metropolitian,48,13.984465236255028
29.0,3.9,Sunny,Jam,0,motorcycle,2.0,0,Semi-Urban,49,9.35833991433464
36.0,4.8,Windy,Low,0,motorcycle,0.0,0,Urban,25,20.201088078175303
30.0,4.9,Cloudy,Low,1,motorcycle,1.0,0,Metropolitian,15,3.091405280782692
37.0,4.0,Windy,Jam,2,motorcycle,1.0,0,Metropolitian,34,4.722784455364153
39.0,4.0,Cloudy,Jam,2,scooter,1.0,0,Metropolitian,40,10.439125994046664
24.0,4.9,Windy,Medium,2,scooter,1.0,0,Metropolitian,23,5.975601921109005
23.0,4.8,Windy,Jam,0,motorcycle,1.0,0,Metropolitian,30,13.782445324144
30.0,4.6,Windy,Medium,0,motorcycle,1.0,0,Metropolitian,30,7.558613811913959
31.0,4.6,Cloudy,Medium,0,motorcycle,1.0,0,Metropolitian,33,6.135373098302041
35.0,4.8,Sunny,Low,1,motorcycle,1.0,0,Metropolitian,19,3.1485230102050625
30.0,4.9,Cloudy,Low,1,scooter,0.0,0,Metropolitian,16,4.662312387647572
29.566910587697237,4.6337736972250205,Sunny,Low,3,scooter,1.0,0,Metropolitian,19,6.065337577676278
32.0,4.7,Fog,Low,0,motorcycle,1.0,0,Metropolitian,24,1.5384802865725298
26.0,4.5,Sunny,High,0,motorcycle,1.0,0,Metropolitian,40,6.153948617097349
37.0,4.9,Fog,Jam,1,scooter,1.0,0,Urban,25,9.185646612995033
36.0,4.6,Sandstorms,Jam,0,motorcycle,1.0,0,Metropolitian,45,19.938921655647007
32.0,3.7,Sunny,Jam,1,scooter,0.0,0,Metropolitian,31,13.988559918937572
21.0,4.9,Stormy,Low,2,scooter,0.0,0,Urban,10,1.4915479807577103
34.0,4.9,Fog,Jam,2,scooter,1.0,0,Metropolitian,35,4.584014990213358
32.0,4.0,Sandstorms,Medium,2,motorcycle,2.0,0,Metropolitian,33,6.057003679908585
34.0,4.6,Sunny,Medium,0,motorcycle,1.0,0,Metropolitian,31,17.156207313578374
28.0,4.9,Cloudy,Low,1,motorcycle,0.0,0,Metropolitian,26,16.61919419280481
30.0,4.9,Cloudy,Medium,0,motorcycle,0.0,0,Metropolitian,42,20.20490345572212
30.0,4.7,Sunny,Medium,2,scooter,0.0,0,Metropolitian,19,19.68254598931352
20.0,4.9,Sunny,Jam,2,scooter,1.0,0,Metropolitian,12,16.92156554713489
24.0,4.9,Sunny,Low,1,motorcycle,1.0,0,Metropolitian,20,4.662772435814008
33.0,4.9,Sandstorms,Medium,1,scooter,0.0,0,Urban,21,16.653232755760044
25.0,4.9,Sunny,Low,2,electric_scooter,1.0,0,Metropolitian,18,9.167750717585252
21.0,4.9,Sandstorms,Medium,0,motorcycle,1.0,0,Metropolitian,31,16.386354036948735
25.0,4.8,Stormy,Low,1,motorcycle,0.0,0,Urban,10,10.497221358155636
28.0,4.1,Windy,Low,0,motorcycle,1.0,0,Metropolitian,27,3.0679017496642387
38.0,4.7,Fog,Low,0,motorcycle,1.0,0,Metropolitian,28,3.124840869723943
27.0,4.7,Sandstorms,Low,2,scooter,0.0,0,Urban,11,3.108460797546783
27.0,4.7,Cloudy,Medium,0,motorcycle,1.0,0,Metropolitian,27,7.658129373540158
22.0,4.9,Windy,Low,0,motorcycle,1.0,0,Metropolitian,19,13.804781791840078
26.0,5.0,Cloudy,Low,2,motorcycle,0.0,0,Urban,27,12.3063917225545
25.0,4.9,Sunny,Medium,0,motorcycle,0.0,0,Metropolitian,19,7.657093936036801
29.566910587697237,4.6337736972250205,Sunny,Low,3,electric_scooter,0.0,0,Metropolitian,24,13.696524269436516
38.0,4.1,Windy,Medium,2,scooter,0.0,0,Metropolitian,31,4.601749078789382
24.0,4.7,Stormy,Medium,0,motorcycle,0.7446345675136238,0,Semi-Urban,11,9.202804076769878
21.0,4.6,Windy,Low,1,motorcycle,1.0,0,Metropolitian,18,1.5219629375228114
30.0,4.4,Stormy,Medium,2,motorcycle,1.0,0,Metropolitian,39,14.005287999257222
29.566910587697237,4.6337736972250205,Sandstorms,Jam,0,motorcycle,1.0,0,Metropolitian,37,4.565976213503004
24.0,4.6,Sunny,Medium,1,scooter,1.0,0,Metropolitian,12,4.543394386492595
35.0,4.3,Stormy,High,0,motorcycle,1.0,0,Metropolitian,34,6.044178253238423
25.0,4.9,Sandstorms,Low,1,scooter,0.0,0,Urban,10,17.116711415270792
34.0,4.8,Windy,Low,1,scooter,1.0,0,Metropolitian,25,1.5542879479809564
37.0,4.4,Windy,Jam,2,motorcycle,2.0,0,Metropolitian,42,13.420621455602111
22.0,4.6,Cloudy,Jam,1,motorcycle,2.0,0,Metropolitian,34,4.592835373262894
39.0,5.0,Sandstorms,Jam,0,motorcycle,1.0,0,Metropolitian,34,4.722784455364153
30.0,4.6,Sunny,Low,0,motorcycle,1.0,0,Urban,24,3.043880611231853
20.0,4.6,Cloudy,Jam,0,motorcycle,0.7446345675136238,0,Metropolitian,38,10.576582140955898
36.0,4.6,Sunny,Low,0,motorcycle,1.0,0,Metropolitian,29,2.9335263173921104
31.0,4.4,Stormy,Low,0,motorcycle,1.0,0,Metropolitian,27,1.5544638616833537
26.0,4.6,Cloudy,Low,2,scooter,0.0,0,Metropolitian,10,1.5458335972001056
35.0,5.0,Cloudy,Jam,1,motorcycle,0.0,0,Metropolitian,37,7.780635665249368
29.0,4.6,Windy,Medium,0,motorcycle,1.0,0,Urban,33,12.175478571539212
32.0,4.8,Sandstorms,Low,2,scooter,1.0,0,Metropolitian,28,7.871307105908543
29.566910587697237,4.6337736972250205,Cloudy,Jam,1,motorcycle,1.0,0,Semi-Urban,43,12.477656939156946
24.0,5.0,Windy,Jam,0,motorcycle,1.0,0,Urban,28,8.948018487276867
29.0,4.9,Sandstorms,Jam,2,motorcycle,1.0,0,Metropolitian,17,12.114700069845172
38.0,4.1,Stormy,Jam,1,scooter,1.0,0,Metropolitian,38,12.594090122629622
24.0,4.6,Fog,Jam,2,scooter,0.0,0,Metropolitian,37,10.438367179473923
31.0,4.8,Cloudy,Low,0,motorcycle,1.0,0,Metropolitian,28,3.067375970371723
23.0,4.5,Sandstorms,Medium,1,scooter,1.0,0,Metropolitian,24,7.7693026075359475
24.0,4.5,Sandstorms,Medium,0,motorcycle,1.0,0,Metropolitian,27,19.78177465961472
21.0,4.7,Cloudy,Jam,0,motorcycle,3.0,0,Metropolitian,44,17.11684736803224
32.0,3.9,Windy,Medium,2,scooter,1.0,0,Metropolitian,38,12.30534734355386
25.0,4.7,Windy,Jam,2,scooter,1.0,0,Metropolitian,18,4.679307770923437
36.0,4.3,Fog,High,1,motorcycle,1.0,0,Metropolitian,33,6.217688210229279
39.0,4.6,Cloudy,Jam,1,scooter,1.0,0,Metropolitian,42,12.174493133312687
32.0,4.6,Fog,Medium,0,motorcycle,1.0,0,Urban,25,5.965814512976753
33.0,5.0,Fog,Low,0,motorcycle,1.0,0,Metropolitian,25,3.1087819347107613
34.0,4.9,Stormy,Low,2,motorcycle,1.0,0,Metropolitian,27,1.528074008003283
37.0,4.9,Fog,Low,1,scooter,1.0,0,Metropolitian,27,13.6463077952164
24.0,4.1,Stormy,Jam,0,motorcycle,1.0,0,Urban,37,13.421764359805133
26.0,4.7,Sandstorms,Jam,1,motorcycle,0.7446345675136238,0,Metropolitian,19,16.840539421077846
24.0,4.7,Sandstorms,Low,1,scooter,1.0,0,Metropolitian,11,12.130199356157387
37.0,3.7,Sunny,Jam,2,scooter,0.0,0,Metropolitian,33,17.156852168233208
28.0,4.8,Stormy,Low,0,motorcycle,1.0,0,Metropolitian,21,13.781981046110168
38.0,4.5,Cloudy,Low,2,electric_scooter,1.0,0,Urban,35,20.27517687641353
24.0,4.6,Windy,Low,2,scooter,0.0,0,Metropolitian,17,1.5319408293214
31.0,4.5,Cloudy,Medium,0,motorcycle,1.0,1,Metropolitian,49,12.246681005877468
33.0,4.6,Sunny,Jam,2,scooter,0.0,0,Metropolitian,29,10.72498167551226
29.0,4.1,Sunny,Jam,0,motorcycle,1.0,0,Metropolitian,42,4.549208380753936
23.0,4.6,Windy,Medium,2,scooter,1.0,0,Urban,28,6.2246833290326125
20.0,4.7,Sunny,Jam,2,scooter,1.0,0,Metropolitian,23,17.096792720186208
34.0,4.9,Windy,Low,2,scooter,0.0,0,Metropolitian,26,3.07716512704051
24.0,4.4,Cloudy,Jam,1,motorcycle,1.0,0,Urban,43,12.477884566582988
35.0,4.1,Sunny,Jam,2,scooter,1.0,0,Semi-Urban,31,10.26537371167069
22.0,4.5,Cloudy,Medium,0,motorcycle,1.0,1,Metropolitian,42,20.465390994413752
35.0,4.9,Sandstorms,Low,2,scooter,1.0,0,Urban,26,1.5562705835875328
35.0,4.1,Fog,High,0,motorcycle,1.0,0,Metropolitian,34,1.5742615170912184
36.0,4.5,Windy,Jam,1,scooter,1.0,0,Metropolitian,27,13.988389632310309
36.0,4.8,Cloudy,Low,2,scooter,0.0,0,Metropolitian,19,9.065805089156672
29.566910587697237,4.6337736972250205,Sandstorms,Low,1,scooter,1.0,0,Metropolitian,24,3.0629687494319757
20.0,4.9,Sandstorms,High,0,motorcycle,1.0,0,Urban,17,1.5597891599974734
21.0,4.5,Sandstorms,Jam,2,scooter,1.0,0,Metropolitian,24,7.871307105908543
21.0,4.6,Stormy,Low,1,scooter,0.0,0,Metropolitian,11,12.130263849237451
21.0,4.7,Windy,Jam,0,motorcycle,1.0,0,Metropolitian,25,10.892860467087717
24.0,4.9,Windy,Medium,1,motorcycle,0.0,0,Metropolitian,26,10.918272088347411
23.0,4.9,Fog,Jam,1,scooter,1.0,0,Urban,24,7.609966849947502
29.0,4.3,Stormy,Low,0,motorcycle,1.0,0,Metropolitian,16,9.230503754742385
29.566910587697237,4.6337736972250205,Stormy,Low,1,motorcycle,1.0,0,Urban,15,13.845248955330652
22.0,4.1,Cloudy,Jam,1,motorcycle,1.0,0,Metropolitian,40,19.681425711654377
23.0,4.8,Stormy,Medium,2,motorcycle,0.0,0,Urban,27,4.661723393418793
32.0,4.9,Sandstorms,Low,1,scooter,1.0,0,Metropolitian,26,13.800173207190117
39.0,4.3,Cloudy,Jam,1,motorcycle,2.0,0,Urban,38,19.998592931551656
24.0,5.0,Sunny,Jam,1,scooter,1.0,0,Semi-Urban,22,17.316871412977665
37.0,4.1,Fog,Jam,2,motorcycle,1.0,0,Semi-Urban,49,14.168350776534814
21.0,4.8,Sunny,Jam,2,motorcycle,0.7446345675136238,0,Urban,16,12.11340367058058
32.0,5.0,Fog,Low,1,scooter,0.0,0,Metropolitian,16,4.542403501389091
37.0,4.8,Windy,High,1,scooter,1.0,0,Urban,27,3.119550998913309
24.0,4.6,Stormy,Jam,1,scooter,0.0,0,Metropolitian,17,7.770308115919546
34.0,4.7,Cloudy,High,0,motorcycle,1.0,0,Metropolitian,32,6.182634409212345
20.0,4.6,Windy,Jam,1,scooter,0.0,0,Metropolitian,16,20.465390994413752
25.0,4.9,Fog,Jam,1,motorcycle,1.0,0,Metropolitian,32,4.722784455364153
37.0,4.9,Fog,Low,2,scooter,0.7446345675136238,0,Metropolitian,18,1.5742615170912184
29.566910587697237,4.6337736972250205,Stormy,Low,2,scooter,0.0,0,Urban,12,16.84940715737176
36.0,4.4,Sandstorms,Medium,1,scooter,1.0,0,Metropolitian,38,10.917971778509006
32.0,4.9,Sunny,Low,0,motorcycle,1.0,0,Metropolitian,24,1.5142273453014694
39.0,3.6,Sandstorms,Jam,2,scooter,0.0,0,Metropolitian,31,20.22813723067173
31.0,4.5,Windy,Jam,1,motorcycle,1.0,0,Metropolitian,32,10.736818540323767
37.0,4.6,Cloudy,Medium,1,scooter,0.0,0,Metropolitian,15,6.216307667875537
26.0,4.6,Stormy,Jam,2,motorcycle,1.0,0,Metropolitian,23,17.095210729041185
20.0,4.9,Windy,Medium,1,motorcycle,0.0,0,Urban,22,14.004955481671528
30.0,4.6,Cloudy,Jam,1,motorcycle,1.0,0,Urban,39,4.565986297427446
27.0,4.7,Fog,High,1,scooter,0.0,0,Metropolitian,30,3.067765814780545
29.0,5.0,Stormy,Medium,2,motorcycle,0.0,0,Metropolitian,26,7.770308115919546
26.0,4.6,Windy,Jam,1,motorcycle,0.0,0,Urban,13,7.771473502443185
33.0,5.0,Fog,Medium,2,scooter,0.0,0,Metropolitian,17,6.2246833290326125
28.0,5.0,Windy,Medium,2,motorcycle,1.0,0,Metropolitian,28,7.572069520415558
33.0,4.8,Windy,Medium,1,scooter,1.0,0,Urban,23,11.929772495383768
22.0,4.8,Sandstorms,Low,1,scooter,0.0,0,Urban,12,12.094570136240948
32.0,5.0,Sandstorms,Jam,1,scooter,1.0,0,Urban,29,10.7159999881279
33.0,4.6,Cloudy,Jam,1,scooter,1.0,0,Urban,38,17.116682759281602
35.0,4.9,Windy,Jam,1,scooter,1.0,0,Metropolitian,26,10.736911403761876
37.0,4.6,Windy,Low,0,motorcycle,1.0,0,Metropolitian,28,19.7826102639145
26.0,4.6,Sandstorms,Medium,0,motorcycle,1.0,0,Metropolitian,19,4.662018869803441
31.0,4.4,Sandstorms,Jam,1,motorcycle,1.0,0,Metropolitian,35,11.996597909316836
23.0,4.7,Cloudy,Low,0,motorcycle,1.0,0,Urban,23,1.538419683543525
21.0,4.7,Cloudy,Low,1,motorcycle,1.0,0,Metropolitian,16,1.533904178168363
26.0,4.7,Fog,Medium,0,motorcycle,1.0,0,Metropolitian,20,4.6151855890949305
39.0,5.0,Sunny,Low,2,electric_scooter,0.0,0,Metropolitian,11,1.4938687776881467
28.0,4.1,Fog,Jam,1,scooter,1.0,0,Metropolitian,32,13.646248276793424
38.0,4.5,Sandstorms,Jam,1,scooter,2.0,0,Metropolitian,36,17.316871412977665
24.0,4.6,Fog,Jam,2,motorcycle,1.0,0,Metropolitian,27,9.186329698278191
25.0,4.7,Cloudy,Medium,1,scooter,0.0,0,Semi-Urban,13,7.669312909517312
23.0,4.7,Sunny,Jam,0,motorcycle,1.0,0,Metropolitian,29,10.61406694413776
32.0,4.6,Sandstorms,Low,2,electric_scooter,0.0,0,Urban,25,1.5742615170912184
25.0,4.7,Cloudy,Low,0,motorcycle,0.0,0,Metropolitian,18,4.542975704079828
38.0,4.4,Stormy,Jam,2,scooter,0.7446345675136238,0,Metropolitian,36,10.695575466313365
28.0,4.7,Fog,Low,1,motorcycle,0.0,0,Semi-Urban,18,3.0770651305668872
33.0,4.2,Sandstorms,Jam,2,scooter,1.0,0,Metropolitian,36,10.9184542366187
39.0,4.7,Windy,Low,1,scooter,1.0,0,Metropolitian,23,3.067375970371723
33.0,4.4,Windy,Jam,0,motorcycle,1.0,0,Metropolitian,43,14.06016426582495
37.0,4.3,Fog,Jam,1,scooter,0.0,0,Metropolitian,37,4.722784455364153
20.0,4.8,Sunny,Medium,1,scooter,1.0,0,Metropolitian,16,19.709940728552628
32.0,4.0,Windy,Jam,0,motorcycle,0.0,0,Metropolitian,37,7.655494914387178
26.0,4.9,Cloudy,Jam,2,electric_scooter,1.0,0,Metropolitian,36,19.781889316547637
29.0,4.8,Windy,Low,0,motorcycle,1.0,0,Metropolitian,16,10.737410276305438
30.0,5.0,Fog,High,2,scooter,1.0,0,Metropolitian,38,3.0284681417494466
33.0,4.6,Fog,Jam,0,motorcycle,1.0,1,Urban,53,10.606936464343873
32.0,4.7,Windy,Medium,0,motorcycle,1.0,0,Metropolitian,25,6.216968928062085
34.0,4.7,Sandstorms,Medium,2,scooter,1.0,0,Metropolitian,23,10.428477073084748
36.0,4.8,Sunny,Low,2,scooter,0.7446345675136238,0,Metropolitian,12,1.5385306606318707
27.0,4.6,Fog,Jam,0,motorcycle,2.0,0,Urban,37,11.929798229851974
31.0,4.7,Sandstorms,Low,1,scooter,0.0,0,Urban,21,3.030564357063541
30.0,4.2,Sandstorms,Low,0,motorcycle,1.0,0,Metropolitian,28,4.679279314404819
33.0,4.7,Stormy,Low,2,electric_scooter,1.0,0,Metropolitian,26,3.1123414366386823
26.0,4.6,Cloudy,Low,2,scooter,1.0,0,Urban,11,8.799893549554525
26.0,5.0,Sunny,Medium,2,scooter,1.0,0,Metropolitian,18,13.989080820756874
24.0,4.0,Cloudy,Medium,2,scooter,1.0,0,Metropolitian,34,12.270301544580406
34.0,5.0,Windy,Jam,0,motorcycle,1.0,1,Metropolitian,42,16.654048950951587
22.0,4.9,Sunny,Medium,2,electric_scooter,1.0,0,Metropolitian,19,12.433247813167323
24.0,4.8,Fog,Low,2,motorcycle,0.0,0,Metropolitian,13,3.0219801402596027
22.0,4.7,Windy,Low,0,motorcycle,0.0,0,Metropolitian,19,17.1563570857397
29.566910587697237,4.6337736972250205,Fog,Medium,1,scooter,0.0,0,Metropolitian,37,13.84547847539316
20.0,4.2,Cloudy,Jam,1,scooter,1.0,0,Metropolitian,31,20.200437678697185
33.0,4.5,Fog,Low,0,motorcycle,1.0,0,Metropolitian,25,7.333407234431972
23.0,5.0,Sunny,Medium,1,motorcycle,1.0,0,Metropolitian,10,6.134568280998034
38.0,4.8,Sunny,Low,0,motorcycle,1.0,0,Metropolitian,24,4.662312387647572
23.0,4.8,Windy,Jam,0,motorcycle,1.0,0,Metropolitian,35,7.570800414434293
36.0,4.9,Cloudy,Low,2,motorcycle,0.0,0,Urban,17,7.639885085621204
33.0,4.6,Fog,Medium,0,motorcycle,3.0,1,Urban,43,16.868453429149593
32.0,4.3,Windy,Jam,0,motorcycle,1.0,0,Metropolitian,46,12.43424611460279
22.0,4.7,Windy,Medium,1,scooter,1.0,0,Metropolitian,28,9.066046154227202
21.0,4.8,Sunny,Low,1,motorcycle,1.0,0,Metropolitian,20,7.769727124919475
33.0,4.8,Stormy,Low,2,scooter,1.0,0,Metropolitian,22,17.316871412977665
24.0,4.9,Stormy,Jam,0,motorcycle,1.0,0,Urban,17,4.533133956123478
22.0,4.7,Cloudy,Low,2,electric_scooter,0.0,0,Urban,15,1.538419683543525
38.0,4.7,Fog,Low,1,motorcycle,0.0,0,Metropolitian,19,7.609714504421909
39.0,4.6,Fog,Low,1,scooter,1.0,0,Urban,16,3.108507094679521
32.0,4.9,Cloudy,Medium,2,motorcycle,1.0,0,Metropolitian,32,10.72296021416076
34.0,4.2,Stormy,Medium,2,scooter,1.0,0,Metropolitian,33,9.44556826333905
32.0,4.7,Fog,Low,0,motorcycle,0.0,0,Metropolitian,25,3.032866948937884
36.0,4.9,Stormy,Low,1,scooter,1.0,0,Metropolitian,29,7.691695668043996
34.0,5.0,Stormy,Jam,0,motorcycle,0.0,0,Metropolitian,45,17.156852512798128
27.0,4.6,Sandstorms,Jam,2,electric_scooter,1.0,0,Metropolitian,19,14.168350776534814
24.0,4.6,Windy,Jam,0,motorcycle,1.0,0,Metropolitian,38,16.402504519121415
37.0,4.4,Windy,Jam,0,motorcycle,0.0,0,Metropolitian,36,7.581757070771736
39.0,4.7,Cloudy,Medium,2,scooter,1.0,0,Metropolitian,33,20.87537452239245
29.566910587697237,4.6337736972250205,Sunny,Low,3,electric_scooter,1.0,0,Metropolitian,21,16583.88787600042
35.0,4.9,Sunny,Medium,0,motorcycle,1.0,0,Metropolitian,22,7.691774569717429
36.0,4.5,Cloudy,Jam,1,scooter,1.0,0,Metropolitian,30,4.668669191530143
21.0,4.9,Sunny,Jam,1,motorcycle,0.0,0,Metropolitian,13,7.871307105908543
20.0,4.2,Cloudy,Jam,2,motorcycle,1.0,0,Metropolitian,31,12.25248290585857
24.0,4.6,Cloudy,Medium,1,scooter,1.0,0,Urban,26,10.72296021416076
28.0,4.0,Cloudy,High,1,scooter,1.0,0,Metropolitian,34,1.5742615170912184
39.0,4.7,Fog,Medium,2,scooter,0.0,0,Metropolitian,18,6.153792670890302
31.0,4.9,Windy,Medium,2,electric_scooter,1.0,0,Metropolitian,20,16.618305604265785
25.0,4.9,Sunny,Low,2,scooter,1.0,0,Urban,29,13.198406467155042
32.0,4.6,Sunny,High,1,motorcycle,1.0,0,Metropolitian,24,1.4914175333400777
29.566910587697237,4.6337736972250205,Cloudy,Low,0,motorcycle,0.0,0,Metropolitian,38,20.20046905588282
36.0,4.8,Sunny,Medium,0,motorcycle,1.0,0,Metropolitian,29,14.03754335325445
21.0,4.9,Sandstorms,Jam,2,motorcycle,1.0,0,Metropolitian,25,7.7807924675486415
35.0,3.5,Stormy,Medium,1,motorcycle,1.0,0,Metropolitian,38,12.086817447684249
33.0,4.8,Sandstorms,High,1,motorcycle,1.0,0,Metropolitian,34,1.5385084982149202
37.0,4.4,Sandstorms,Low,0,motorcycle,1.0,0,Metropolitian,25,7.4568106378044865
35.0,4.6,Windy,Low,1,scooter,1.0,0,Metropolitian,17,14.004882730748015
28.0,4.6,Cloudy,Jam,2,scooter,0.0,0,Metropolitian,21,7.798921618313535
37.0,4.2,Sandstorms,Low,0,motorcycle,0.7446345675136238,0,Metropolitian,24,3.108460797546783
28.0,4.1,Cloudy,Jam,1,motorcycle,1.0,1,Metropolitian,43,10.438367179473923
26.0,4.9,Windy,Medium,2,motorcycle,1.0,0,Urban,27,9.066059636864424
22.0,4.9,Fog,Medium,0,motorcycle,1.0,0,Metropolitian,24,4.542403501389091
33.0,4.6,Fog,Low,1,scooter,1.0,0,Urban,15,1.5110161442045345
36.0,4.8,Sandstorms,Low,0,motorcycle,1.0,0,Metropolitian,26,12.477760936095637
39.0,4.2,Sandstorms,Jam,1,scooter,2.0,0,Metropolitian,43,10.695528322150588
31.0,4.5,Windy,Jam,1,motorcycle,1.0,0,Metropolitian,33,12.594090122629622
28.0,4.7,Stormy,High,2,electric_scooter,0.0,0,Metropolitian,12,1.5385306606318707
28.0,4.8,Sandstorms,Jam,1,scooter,1.0,0,Urban,22,12.44981240827827
28.0,4.8,Sandstorms,Jam,0,motorcycle,0.0,0,Metropolitian,30,7.458471688188201
37.0,5.0,Sunny,Low,0,motorcycle,0.0,0,Metropolitian,23,4.615496294830235
25.0,4.9,Fog,Jam,2,electric_scooter,0.0,0,Metropolitian,38,19.78261962136595
28.0,4.6,Windy,Jam,1,scooter,1.0,0,Metropolitian,15,4.668669191530143
27.0,4.8,Sunny,Jam,1,motorcycle,0.0,0,Urban,15,4.584066998236065
30.0,4.9,Sunny,Jam,0,motorcycle,1.0,0,Metropolitian,33,20.228517068705088
28.0,4.6,Cloudy,Medium,0,motorcycle,1.0,0,Metropolitian,44,20.20202139830452
20.0,4.6,Fog,Low,2,scooter,0.0,0,Metropolitian,18,9.203128516946542
22.0,4.6,Cloudy,Low,1,scooter,1.0,0,Metropolitian,24,20.20480972631284
28.0,4.8,Windy,Low,2,electric_scooter,1.0,0,Metropolitian,11,1.5598442300608637
24.0,5.0,Fog,Low,0,motorcycle,0.0,0,Urban,21,1.5542666130518137
27.0,4.7,Sunny,High,1,motorcycle,0.0,0,Metropolitian,12,6.216272016684183
38.0,4.5,Sunny,High,1,scooter,0.7446345675136238,0,Metropolitian,17,3.044130401126975
23.0,4.6,Cloudy,Medium,2,scooter,1.0,0,Metropolitian,34,20.992031847262023
37.0,4.8,Cloudy,Medium,1,scooter,1.0,0,Metropolitian,31,13.420648039357795
39.0,4.7,Cloudy,Jam,2,scooter,0.0,0,Metropolitian,25,7.469070778690867
28.0,4.9,Stormy,Low,1,motorcycle,1.0,0,Semi-Urban,18,1.5624157053197605
39.0,3.9,Windy,Medium,2,scooter,1.0,0,Metropolitian,37,10.768833377449528
26.0,4.9,Fog,Medium,2,motorcycle,0.0,0,Urban,12,6.297045828591113
29.566910587697237,4.6337736972250205,Fog,Jam,2,motorcycle,1.0,0,Metropolitian,37,17.00026268237452
29.0,4.8,Fog,Low,0,motorcycle,0.0,0,Urban,20,10.879367187304355
39.0,4.7,Stormy,Low,2,scooter,1.0,0,Urban,20,7.554652545904249
31.0,4.6,Windy,High,1,scooter,1.0,0,Metropolitian,27,1.533936697802808
25.0,4.5,Fog,Medium,0,motorcycle,1.0,0,Metropolitian,34,12.307632436829886
23.0,4.7,Sandstorms,Jam,2,scooter,1.0,0,Metropolitian,23,11.019829276905222
38.0,4.9,Stormy,Low,1,motorcycle,0.0,0,Urban,22,3.0287013901759936
34.0,4.9,Fog,Low,1,motorcycle,1.0,0,Metropolitian,19,7.639905607831625
28.0,4.8,Sunny,Low,1,scooter,1.0,0,Urban,20,1.4997952891293436
22.0,4.2,Stormy,Low,0,motorcycle,1.0,0,Metropolitian,24,3.1485230102050625
37.0,4.9,Stormy,Jam,2,scooter,1.0,0,Urban,31,4.66226995442192
29.566910587697237,4.6337736972250205,Fog,Low,2,motorcycle,1.0,0,Metropolitian,22,13.800173207190117
28.0,4.9,Fog,Medium,0,motorcycle,1.0,0,Metropolitian,34,17.1563570857397
22.0,4.9,Windy,Low,2,motorcycle,0.0,0,Urban,12,12.269283627437924
22.0,4.5,Sunny,Jam,1,motorcycle,0.0,0,Metropolitian,14,8.998144494834378
36.0,5.0,Stormy,Jam,1,motorcycle,1.0,0,Semi-Urban,25,7.769950134192861
33.0,4.2,Stormy,Low,0,motorcycle,1.0,0,Metropolitian,31,1.4668124347208091
24.0,4.7,Sunny,Medium,2,scooter,0.0,0,Urban,10,13.988103324914311
36.0,4.3,Stormy,Medium,1,scooter,1.0,0,Semi-Urban,32,6.11194068100381
28.0,4.4,Cloudy,Jam,1,motorcycle,1.0,0,Metropolitian,31,11.932852566330304
37.0,4.7,Windy,Low,0,motorcycle,1.0,0,Metropolitian,24,10.695131723731302
25.0,2.5,Sunny,Low,2,scooter,0.0,0,Metropolitian,35,20.87450898831964
30.0,4.2,Windy,Low,0,motorcycle,1.0,0,Urban,32,1.4913711199469448
37.0,4.8,Sandstorms,Jam,1,motorcycle,1.0,0,Metropolitian,26,13.844509108692398
37.0,4.4,Cloudy,Jam,2,scooter,0.0,0,Urban,35,12.249767207893145
30.0,4.8,Cloudy,Medium,2,scooter,2.0,0,Metropolitian,38,16.49424719015727
30.0,4.5,Sunny,Jam,1,motorcycle,1.0,0,Metropolitian,22,12.366077656579243
21.0,4.8,Cloudy,Low,0,motorcycle,0.7446345675136238,0,Metropolitian,19,3.1085454345198955
34.0,4.8,Sandstorms,Low,2,scooter,1.0,0,Metropolitian,25,1.5340186359373111
26.0,5.0,Windy,Jam,0,motorcycle,0.0,0,Metropolitian,25,12.174371352395076
20.0,4.7,Stormy,Medium,0,motorcycle,0.0,0,Metropolitian,17,9.32598083753509
35.0,4.7,Stormy,Medium,2,motorcycle,1.0,0,Metropolitian,30,13.627550783725688
37.0,4.2,Windy,Low,0,motorcycle,1.0,0,Metropolitian,30,4.615663829473595
36.0,4.8,Cloudy,Jam,0,motorcycle,0.0,0,Urban,41,13.597260797043534
25.0,4.8,Windy,Medium,2,scooter,0.0,0,Urban,20,10.935747217357203
36.0,4.9,Fog,Low,0,motorcycle,1.0,0,Metropolitian,40,16.738953503861538
35.0,4.0,Cloudy,Jam,2,electric_scooter,0.0,0,Metropolitian,39,10.653711553892908
38.0,4.0,Fog,Medium,1,scooter,1.0,0,Metropolitian,32,19.384657996507496
30.0,4.6,Windy,Medium,1,scooter,0.0,0,Metropolitian,29,6.0467501258768
33.0,4.6,Fog,Jam,2,scooter,2.0,0,Metropolitian,41,16.871089173372958
27.0,4.9,Windy,Medium,0,motorcycle,1.0,0,Metropolitian,29,4.565986297427446
